signevent,q1,q2,unid,id,outcome_class,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
Going out to a local brewery tour to celebrate my Mum's birthday.,"Myself, my Mum, my sister & my brother-in-law have all booked a day off work next week to visit a local brewery (Hook Norton) for a guided tour & tasting session. This is to celebrate my Mum's birthday. After the tour, we are planning to go out for a nice family lunch.","We have already pre-booked our brewery tour, making our reservation on June 11th. Our tour is booked for 11am & will last for approximately two hours until around 1pm. We have then booked our table for lunch at a nearby branch of Ask Italian at 1pm.",lP865821,491,t,1,95,92.23,96.3,81.22,45.09,15.83,13.68,84.21,47.37,13.68,12.63,5.26,7.37,0,0,0,1.05,6.32,17.89,7.37,2.11,2.11,0,12.63,3.16,1.05,0,5.26,2.11,1.05,1.05,0,0,0,0,15.79,5.26,0,3.16,1.05,3.16,0,1.05,0,1.05,1.05,0,1.05,0,0,0,3.16,0,0,0,3.16,13.68,11.58,3.16,0,0,0,1.05,9.47,3.16,21.05,2.11,7.37,11.58,5.26,5.26,1.05,0,0,0,0,0,0,0,0,0,20,6.32,4.21,0,0,0,0,3.16,0,1.05,2.11,3.16,0
I will be seeing a friend who is over from the states and we are going to have a Not An Afternoon Tea at The Oxo.,I am going to The Oxo on the South Bank of the Thames. There I will b meeting with a friend who has come over from the USA and we will be having a Not An Afternoon Tea there.,This meal has multiple cakes each with its own cocktail with it. There is a pot of tea after the cakes followed by small chocolates. It should be great fun.,Jg209894,492,t,1,69,88.21,55.76,19.97,78.8,13.8,8.7,92.75,62.32,11.59,4.35,2.9,1.45,0,0,0,7.25,13.04,15.94,14.49,4.35,1.45,1.45,18.84,5.8,1.45,1.45,0,2.9,2.9,2.9,0,0,0,0,5.8,0,1.45,0,0,2.9,0,0,1.45,0,0,1.45,0,0,0,0,10.14,0,0,0,10.14,7.25,2.9,0,2.9,1.45,0,1.45,10.14,4.35,13.04,4.35,5.8,2.9,2.9,2.9,0,1.45,0,0,1.45,0,1.45,0,0,0,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
I will be treating myself to a mani-pedi at my favorite nail salon on Friday.,I have made an appointment at my nail salon for a mani-pedi this Friday. I have been working long hours and have not been able to get one in several weeks so I am looking forward to the experience of being pampered for an hour or so.,My favorite nail salon is right across the street from the Winco grocery store - and down the street from our neighborhood Costco. My favorite technician's name in SonLe and I have an appointment at 2pm,Hx635069,493,t,1,82,83.49,23.22,94.29,71.55,20.5,17.07,85.37,56.1,10.98,9.76,8.54,1.22,0,0,0,1.22,9.76,15.85,10.98,2.44,7.32,1.22,15.85,2.44,0,0,2.44,1.22,2.44,2.44,0,0,0,0,3.66,0,1.22,0,0,3.66,0,1.22,0,1.22,0,2.44,2.44,1.22,0,0,1.22,0,0,0,1.22,7.32,2.44,2.44,1.22,1.22,0,3.66,8.54,0,19.51,1.22,14.63,6.1,1.22,0,1.22,1.22,0,0,0,0,0,0,0,0,7.32,3.66,0,0,0,0,0,2.44,0,1.22,0,0,0
"Meeting my friends, Catherine and Laura to go watch a film at the cinema.",We have arranged to meet next Wednesday after 5pm. I’m picking Catherine up from work and Laura will meet us at the cinema. We haven’t made a final decision about which film to watch but we have plenty of time to decide. After the film ends we will get some coffee and pastries and chat about the film. Laura and Catherine will most likely catch the train home together and I will drive home.,Wednesday’s is one of the popular days for going to the cinema if you have a 2for1 movie code. I have this movie code- it works every week for either Tuesdays or Wednesday’s.,FP330405,494,t,1,107,77.7,77.26,75.99,42.74,15.29,11.21,91.59,49.53,11.21,8.41,2.8,4.67,0.93,0,0,2.8,7.48,14.02,10.28,1.87,7.48,0.93,17.76,6.54,3.74,0.93,2.8,4.67,0.93,0.93,0,0,0,0,10.28,0,0,0,0,12.15,1.87,1.87,0.93,4.67,0.93,4.67,0.93,0.93,0,0,0.93,0,0,0,0.93,12.15,8.41,1.87,0.93,0.93,0,0.93,13.08,4.67,16.82,2.8,2.8,11.21,1.87,8.41,1.87,0,0,0,0,0,0,0,0,0,11.21,6.54,0,0,0,0,0,0.93,0,3.74,0,0,0
CELEBRATING MY ELDEST DAUGHTERS BIRTHDAY,"my eldest daughter will be 6 next tuesday, she has asked to go to soft play with some friends for the day. she has specifically asked for a squishy",my daughter was born on this day. her birthday always falls on the main summer half term. she will be six next week,cJ029292,495,t,1,52,79.1,91.08,74.76,62.24,13,13.46,94.23,48.08,13.46,11.54,3.85,0,0,7.69,0,1.92,5.77,13.46,13.46,1.92,0,0,21.15,5.77,0,0,5.77,1.92,1.92,1.92,0,0,0,0,17.31,3.85,1.92,11.54,0,5.77,0,0,0,1.92,3.85,0,1.92,0,0,1.92,0,0,0,0,0,1.92,1.92,0,0,0,0,7.69,9.62,3.85,28.85,3.85,3.85,21.15,0,1.92,0,0,0,0,0,0,0,0,0,0,7.69,5.77,1.92,0,0,0,0,0,0,0,0,0,0
WATCHING MY SON IN A SCHOOL PLAY WITH MY WIFE,My 4 year old son is participating in a nursery play on Friday. He is playing a pig and has a few short lines to speak. It is his last activity at nursery before beginning school in a couple of months.,I could give you details concerning times / locations and contact details of the organisers which would reassure you that my child is attending the nursery play.,tB929680,496,t,1,67,83.23,93.21,49.3,99,16.75,22.39,89.55,49.25,14.93,10.45,4.48,0,2.99,2.99,0,4.48,8.96,11.94,10.45,0,2.99,0,14.93,4.48,1.49,1.49,1.49,2.99,5.97,5.97,0,0,0,0,16.42,1.49,1.49,0,4.48,2.99,0,0,2.99,0,0,0,1.49,0,1.49,0,4.48,0,4.48,0,0,1.49,0,0,1.49,0,0,0,10.45,0,22.39,1.49,8.96,11.94,1.49,4.48,0,0,0,0,0,0,0,0,0,0,7.46,5.97,0,0,0,0,0,0,0,0,0,1.49,0
Going for a family meal with my dad's side of the family.,"We will go to a local pub that is supposed to do really nice food. My dad's brothers and sister will all be there, we never see them, especially as my Auntie lives in Belgium. I am taking my 3 year old so I am nervous about whether he will be on his best behaviour and make a good impression.",I have emotions surrounding the event. I was able to detail my dad's siblings and that one comes from Belgium.,si347700,497,t,1,80,15.77,64.63,67.65,88.96,16,15,96.25,57.5,18.75,16.25,10,2.5,0,2.5,1.25,2.5,3.75,10,13.75,7.5,7.5,1.25,22.5,5,2.5,1.25,2.5,1.25,7.5,5,1.25,1.25,0,0,15,7.5,0,2.5,6.25,8.75,0,1.25,0,1.25,3.75,2.5,1.25,1.25,0,0,2.5,0,1.25,0,1.25,11.25,6.25,2.5,1.25,3.75,0,2.5,15,3.75,13.75,3.75,5,5,0,1.25,0,0,0,0,0,0,0,0,0,0,11.25,6.25,2.5,0,0,0,0,0,0,2.5,0,0,0
I will be attending a birthday party on Saturday for one of my closest friends,"Myself and a group of friends will be heading into the city, where we will be attending a birthday party for a close friend in a function suite inside a hotel",The only information I can give is what I said previously. That I will be going to a hotel with a group of friends to celebrate the birthday of our close friend.,xO915119,498,t,1,63,94.61,94.36,89.63,55.71,31.5,15.87,96.83,61.9,12.7,9.52,6.35,3.17,0,0,0,3.17,15.87,15.87,12.7,3.17,1.59,0,17.46,0,0,3.17,0,3.17,1.59,1.59,0,0,0,0,19.05,0,6.35,0,0,1.59,1.59,0,0,0,0,0,1.59,0,1.59,0,0,0,0,0,0,15.87,15.87,1.59,0,0,0,3.17,9.52,7.94,20.63,4.76,11.11,4.76,0,6.35,0,0,0,0,0,0,0,0,0,0,4.76,3.17,1.59,0,0,0,0,0,0,0,0,0,0
Meeting my estranged step daughter for coffee this morning.,"At 11oclock I will meet my adult step daughter at a local cafe. I have not seen her for 10 years, since her father's funeral. She behaved appallingly at that time and I have found it hard to forgive her. I am taking my new puppy to break the ice. I'm meeting her on neutral ground because I cannot trust her in my home.","I'm going to Portland Bill, to The Lobster Pot Cafe.",Xz675262,499,t,1,74,51.94,44.63,92.7,51.03,12.33,16.22,90.54,54.05,24.32,21.62,13.51,0,0,8.11,0,2.7,4.05,14.86,9.46,0,2.7,2.7,16.22,2.7,0,0,2.7,0,4.05,2.7,1.35,0,0,0,17.57,2.7,0,9.46,1.35,8.11,2.7,2.7,0,0,0,2.7,2.7,1.35,0,1.35,2.7,0,0,0,2.7,4.05,1.35,0,0,1.35,1.35,2.7,10.81,2.7,18.92,2.7,9.46,5.41,1.35,2.7,1.35,1.35,0,1.35,0,0,0,0,0,0,14.86,8.11,2.7,0,0,0,0,0,0,4.05,0,0,0
To do as much study as possible in the next week,I need to study for my exam which is coming up at the beginning of September. Reviewing the study text and attempting exam style questions.,"You can see my exam entry docket which shows my exam date and time of the exam. Also, my word that I am studying as I don't particularly like to do this unless I actually have an exam to take.",In543836,500,t,1,65,52.71,10.93,80.47,25.77,16.25,12.31,90.77,60,20,13.85,12.31,0,1.54,0,0,6.15,6.15,16.92,9.23,4.62,7.69,1.54,13.85,1.54,3.08,3.08,0,0,0,0,0,0,0,0,3.08,0,1.54,0,0,7.69,1.54,0,1.54,1.54,1.54,3.08,3.08,3.08,0,0,0,0,0,0,0,3.08,0,0,1.54,1.54,0,0,13.85,1.54,10.77,1.54,3.08,6.15,15.38,0,0,0,0,0,0,0,0,0,0,0,9.23,6.15,1.54,0,0,0,0,0,0,1.54,0,0,0
"I will be meeting up with a group of my friends to play board and card games, like Munchkin for most of Sunday.","From 11am we meet at one of our houses and spend the rest of the day playing various games, from quick games of Munchkin to board games like Settlers of Catlan which can take hours to play. This Sunday we are getting takeaways (Pizza?) delivered, but on other days we do bbqs or potlucks, so we spend most of Sunday until the early evening playing games, socializing, and eating.","The names of the games we play? Munchkin, Settlers of Catan, Ticket to Ride, among others. Though admittly we play so many different games it's only easy to remeber the games we play a lot - for example Munchkin is both very popular in the group and is usually played when the first few people have turned up as a way of killing time while we wait for everyone else to arrive, as Munchkin games tend to last about 30 minutes to an hour tops.",Sp300373,501,t,1,153,91.24,94.88,66.34,97.48,25.5,15.69,88.24,48.37,9.8,5.88,0,5.88,0,0,0,3.92,7.19,18.95,4.58,5.23,8.5,0,12.42,5.88,3.92,1.31,2.61,4.58,6.54,5.88,0.65,0,0.65,0,15.03,0,0,0,0,7.19,0,0,0,2.61,0.65,4.58,0,0,0,0,1.31,0,0,0,1.31,15.03,12.42,0.65,0.65,1.31,0,1.31,9.15,0,18.95,2.61,4.58,11.76,0,10.46,0.65,1.31,0,0.65,0,0,0,0,0,0,12.42,2.61,5.88,0,0,1.31,0,0.65,0,0.65,1.31,0,0
Attending Cowdenbeath v Cove Rangers in the Betfred Cup.  My train driver friend Dave will be giving me a lift down,On Saturday my friend Dave and I will drive 100 miles from Aberdeen to watch Cowdenbeath play Cove at a game of football.  I'm a huge Cowdenbeath fan and will be seeing my parents at the match for the first time since I married my wife at the end of March.,The main reason that I'm going is because the last match between the 2 sides saw Cove get 3 players sent off in the dying moments as we won 3-2 to avoid relegation. Our winning goal came from Brad Smith.,XY788098,502,t,1,91,97.05,62.91,96.46,67.32,22.75,14.29,84.62,46.15,10.99,9.89,7.69,2.2,0,0,0,1.1,9.89,17.58,6.59,0,4.4,0,14.29,1.1,1.1,0,5.49,0,4.4,3.3,1.1,1.1,0,0,8.79,3.3,1.1,1.1,0,3.3,1.1,3.3,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,15.38,7.69,4.4,2.2,4.4,1.1,4.4,6.59,3.3,23.08,4.4,9.89,7.69,1.1,3.3,0,0,0,1.1,0,0,0,0,0,0,7.69,4.4,0,0,0,0,0,1.1,0,2.2,0,0,0
"I have a family cinema day on saturday, we are going to watch incredibles 2 at the odeon",Myself my partner and two children are going to see the 1:30 showing of the incredibles 2 at the odeon cinema in Liverpool switch island.,The showing of incredibles 2 is at 1:30 at the odeon in liverpool switch island branch.,BC115267,503,t,1,43,99,50,34.47,25.77,21.5,18.6,79.07,41.86,4.65,4.65,4.65,0,0,0,0,0,11.63,18.6,4.65,0,2.33,0,9.3,0,0,0,16.28,0,0,0,0,0,0,0,4.65,0,2.33,0,0,0,0,0,0,0,0,0,6.98,6.98,0,0,4.65,4.65,0,0,0,4.65,2.33,0,2.33,0,0,0,6.98,2.33,13.95,2.33,11.63,0,0,2.33,0,0,0,0,0,0,0,0,0,0,9.3,4.65,0,4.65,0,0,0,0,0,0,0,0,0
Celebrating my Mothers 50th Birthday,She is having a big birthday party at a local venue with all our family and friends. Alot of the friends I haven't seen in a long time so it's going to be lovely to see everyone and celebrate.,"There would be no reason for me to lie about whether it is my Mothers  birthday, I do not to stand to gain anything.",Cg175372,504,t,1,63,46.37,50,68.01,82.57,21,14.29,95.24,63.49,15.87,9.52,6.35,1.59,0,1.59,0,6.35,6.35,17.46,14.29,4.76,6.35,4.76,19.05,1.59,0,1.59,0,3.17,3.17,3.17,0,0,0,0,14.29,3.17,3.17,3.17,0,14.29,1.59,1.59,1.59,3.17,3.17,4.76,3.17,3.17,0,0,0,0,0,0,0,12.7,9.52,3.17,1.59,1.59,0,1.59,12.7,1.59,14.29,1.59,7.94,4.76,0,4.76,1.59,0,0,0,0,0,0,0,0,0,9.52,4.76,1.59,0,0,0,0,0,0,3.17,0,0,0
going to the cinema on Friday night and then again on Sunday afternoon,"I will travel to sheffiled where I will meet my girlfriend, then together we will travel to the cineworld cinema, and watch our frist movie. which is a crime movie on Friday night, then again on sunday we will do the same again","I will be with my girlfriend julie and we are visiting the cineworld in sheffiled. the movie starts at 18:00 on friday night, we are not sure which movie we will watch on Sunday",pA060061,505,t,1,78,43.96,90,99,49.64,26,10.26,91.03,58.97,16.67,14.1,6.41,7.69,0,0,0,2.56,6.41,11.54,14.1,3.85,5.13,1.28,20.51,1.28,1.28,3.85,2.56,0,1.28,1.28,0,0,0,0,14.1,0,2.56,0,0,2.56,0,0,0,0,1.28,1.28,2.56,2.56,0,0,0,0,0,0,0,12.82,12.82,0,0,0,0,0,14.1,10.26,28.21,3.85,10.26,14.1,0,8.97,0,0,0,0,0,0,0,0,0,0,8.97,2.56,5.13,1.28,0,0,0,0,0,0,0,0,0
Taking my boys to a fun day on saturday,"I work within a nursery setting and on Saturday the nursery is having an  open fun day. I am going with my two sons to have fun and will not be helping out all day. I am really looking forward to it. There will be face painting, bouncy castles, bbq, tombola, raffles etc.",It starts at 10am and finishes at 2pm. It has been organised by all the managers for Saturday 21st July. Me and my boys are really looking forward to it.,Qz880301,506,t,1,83,58.14,19.96,93.56,87.64,11.86,20.48,90.36,54.22,12.05,7.23,7.23,0,0,0,0,4.82,4.82,13.25,14.46,3.61,4.82,1.2,21.69,2.41,0,0,4.82,2.41,3.61,3.61,0,0,0,0,3.61,1.2,0,0,2.41,6.02,0,0,0,0,2.41,3.61,2.41,2.41,0,0,4.82,1.2,2.41,0,1.2,2.41,0,1.2,1.2,0,0,1.2,14.46,3.61,19.28,3.61,9.64,10.84,2.41,2.41,0,0,0,0,0,0,0,0,0,0,13.25,8.43,4.82,0,0,0,0,0,0,0,0,0,0
End of term BBQ,All school staff will be gathering after school finishes early tomorrow to celebrate the end of the year and eat together with a BBQ,The BBQ will begin at 1pm and will serve beef and vegetarian burgers outside on the lawn by the benches and canopy.,Jw741897,507,t,1,46,99,74.3,68.63,25.77,46,19.57,91.3,47.83,0,0,0,0,0,0,0,0,13.04,17.39,8.7,0,8.7,0,15.22,4.35,2.17,0,2.17,2.17,0,0,0,0,0,0,6.52,0,0,0,0,2.17,0,0,0,0,2.17,0,0,0,0,0,10.87,0,0,0,10.87,10.87,6.52,2.17,4.35,0,0,0,8.7,8.7,23.91,0,8.7,15.22,8.7,2.17,0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0
I will be attending a barbecue with my family over the weekend,"I have been invited to my sisters house on Saturday along with the rest of my family, subject to the weather being good, to a barbecue in the afternoon. I am not sure yet what we'll be having, but will most likely be grilled chicken or burgers, or both.",This is an activity we do as a family once a month or so in the summer whilst the weather is good in the UK. We generally only do this on a weekend as all the adults work during the week and are too busy to attend and/or don't have the time to prepare.,dT122011,508,t,1,104,70.38,42.37,87.44,78.6,26,14.42,89.42,66.35,9.62,6.73,3.85,2.88,0,0,0,2.88,13.46,15.38,15.38,4.81,10.58,1.92,15.38,3.85,2.88,0.96,0.96,2.88,2.88,2.88,0,0,0,0,6.73,2.88,0,0.96,0,10.58,0,0,0,6.73,1.92,5.77,0,0,0,0,0,0,0,0,0,8.65,5.77,0.96,0,1.92,0,0.96,12.5,2.88,18.27,0.96,5.77,11.54,1.92,2.88,2.88,0,0,0,0,0,0,0,0,0,10.58,3.85,3.85,0,0,0,0,0,0,1.92,0,0.96,0
Swimming 24 lengths,I set off from Home at 9am with my kit already on. I pay for my swim session and go through to the changing room where I fully change and put £1 in the locker. I go round to the pool where it is set up for lengths swimming. I usually swim in the medium lane. I choose the medium lane that has less people in. I get into the pool and start to swim breaststroke. After 8 lengths I stop for a rest. I then carry on until length 16 for another rest. I follow the same pattern and stop at 24 lengths where I then do some stretches. I then climb out of the pool and head to the showers. After a quick shower I find my locker get my stuff and get changed. I then leave the pool.,I paid £3.40 to go in and have a ticket to prove it. I did my lengths in a session set up for length swimming. I had my £1 ready for the locker. I had wet hair when I left the pool .,Xg389521,509,t,1,183,88.18,9.5,99,35.3,11.44,9.84,89.62,56.83,16.39,13.66,13.66,0,0,0,0,2.73,8.74,18.03,3.83,3.83,7.1,0,12.02,2.73,2.19,2.19,3.83,1.64,0.55,0.55,0,0,0,0,0.55,0,0,0,0,4.37,1.64,1.64,0,1.09,0.55,0,1.09,0.55,0,1.09,1.09,1.09,0,0.55,0,4.37,0,0.55,1.09,1.64,1.09,3.83,8.2,2.19,28.96,8.74,12.57,7.65,1.64,6.01,2.19,1.09,0,0,0,0,0,0,0,0,9.29,9.29,0,0,0,0,0,0,0,0,0,0,0
Attending my son's award ceremony,My son is being given a governors award that only a few children get every year. His is specifically to celebrate the excellent progress he has made this year.,"I will be leaving work at 9.40 to get to the school for 9.50, with the awards ceremony starting at 10.00. It should finish at around 10.30, and I will then walk back to work - I should arrive at about 10.40.",Bw012031,510,t,1,70,75.19,55.67,43.37,93.21,17.5,12.86,98.57,57.14,12.86,8.57,5.71,0,0,2.86,0,4.29,7.14,17.14,12.86,7.14,2.86,0,25.71,1.43,0,0,7.14,2.86,4.29,4.29,0,0,0,0,7.14,1.43,0,0,4.29,7.14,0,1.43,2.86,0,2.86,0,0,0,0,0,0,0,0,0,0,15.71,1.43,10,2.86,5.71,0,2.86,14.29,4.29,20,4.29,8.57,8.57,10,1.43,0,0,0,0,0,0,0,0,0,0,17.14,12.86,2.86,0,0,0,0,1.43,0,0,0,0,0
Going shopping with my daughter and granddaughter.,I am going shopping with my daughter to find and buy clothes for school for my granddaughter.,My granddaughter will be going back to school in the next month so my daughter and I are shopping for new clothes for her.,kp270636,511,t,1,41,60.92,40.36,96.26,25.77,20.5,19.51,100,58.54,17.07,17.07,14.63,0,0,2.44,0,0,2.44,19.51,9.76,4.88,7.32,0,17.07,4.88,0,0,0,0,0,0,0,0,0,0,12.2,9.76,0,12.2,0,2.44,2.44,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,9.76,7.32,17.07,4.88,4.88,9.76,4.88,4.88,0,7.32,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0
Taking my son to the park,"I pack the snack bag and check we have a clean nappy then put it on the pram, check rain coat, sun cream and sun hat are on the bottom just in case. Then I change his bum, put our shoes on and walk to the park. we play on the swings and the slide as well as the small climbing frame","We don't have any big play equipment (like swing or slide) in the garden so its always a treat on the days I don't work. I also like to make the most of the dry weather and get out of the house, a bit of sun is good for us",jj158056,512,t,1,112,90.39,63.97,86.72,94.3,28,2.68,87.5,56.25,10.71,8.93,3.57,4.46,0,0.89,0,1.79,13.39,16.07,5.36,3.57,10.71,1.79,13.39,7.14,5.36,0,0,2.68,4.46,4.46,0,0,0,0,5.36,0,0,0,0.89,5.36,0,1.79,0,2.68,0.89,0.89,0.89,0,0,0.89,2.68,0.89,0,0,1.79,11.61,4.46,1.79,3.57,1.79,0,0,12.5,1.79,24.11,8.04,9.82,6.25,0.89,2.68,1.79,0,0,0,0.89,0,0,0,0.89,0,9.82,2.68,3.57,0,0,0,0,0,0,1.79,1.79,0,0
meeting up with old colleagues.,"One of my old friends has just completed her PhD working under my old personal tutor, I have many colleagues from the university so I will be meeting up with them before and during celebrating my friends accomplishments.","I have no reason to lie, and nothing to gain or lose from lying.",DT911999,513,t,1,52,54.88,50,74.76,1,26,21.15,98.08,59.62,15.38,15.38,11.54,0,0,1.92,1.92,0,1.92,19.23,9.62,3.85,7.69,3.85,15.38,3.85,1.92,0,1.92,1.92,5.77,0,3.85,0,1.92,1.92,17.31,0,5.77,1.92,0,7.69,1.92,1.92,0,1.92,3.85,1.92,0,0,0,0,0,0,0,0,0,21.15,7.69,9.62,5.77,1.92,1.92,1.92,9.62,1.92,11.54,0,3.85,7.69,13.46,1.92,0,0,0,0,0,0,0,0,0,0,7.69,3.85,3.85,0,0,0,0,0,0,0,0,0,0
"visit beamish open air museum, arrive 10am, leave 4pm",we hold annual passes and visit regularly as it is a very cheap day out and a long walk for us and our dogs. there is a new exhibit part of a planned 1950s town that we are looking forward to visiting,"we live a short bus ride away from beamish, when you buy a ticket it lasts for a whole year so we can enjoy days out on a regular basis without having to pay entry again, the site is huge with varied activities and also they have events during school holidays such as falconery or georgian fair",GZ392930,514,t,1,99,71.18,92.13,85.21,64.08,49.5,13.13,89.9,55.56,11.11,8.08,0,6.06,1.01,0,1.01,3.03,9.09,15.15,7.07,8.08,10.1,1.01,12.12,7.07,2.02,1.01,1.01,2.02,2.02,2.02,0,0,0,0,10.1,0,0,0,0,3.03,0,1.01,0,1.01,0,2.02,1.01,1.01,0,0,1.01,0,1.01,0,0,9.09,6.06,1.01,2.02,0,0,0,9.09,0,25.25,6.06,10.1,11.11,2.02,2.02,0,3.03,0,0,0,0,0,0,0,0,3.03,1.01,2.02,0,0,0,0,0,0,0,0,0,0
